1.2800000e+02_C_   1.7900000e+02_C
 -6.7357699  -25.8302872
 -7.5660236  -25.8302872
 -8.2342379   26.1697128
 -8.5746930   26.1697128
 -7.7673549   26.1697128
 -5.6396162   26.1697128
 -3.3295333   26.1697128
 -1.1717460   26.1697128
  0.9084466   26.1697128
  2.7039047   26.1697128
  4.3542906   26.1697128
  5.6855622   26.1697128
  6.6090451  -25.8302872
  7.3247597  -25.8302872
  6.9538162  -25.8302872
  5.0484205  -25.8302872
  2.6064214  -25.8302872
  0.3814229  -25.8302872
 -1.7330139  -25.8302872
 -3.5459194  -25.8302872
 -4.9599948  -25.8302872
 -6.1708662  -25.8302872
 -7.0330051  -25.8302872
 -7.7174649  -25.8302872
 -8.3113972  -25.8302872
 -8.8592057  -25.8302872
 -9.3835141  -25.8302872
 -9.6506493  -25.8302872
 -9.7867546  -25.8302872
-10.1013003  -25.8302872
